order_id,refund_type,refund_reason
20621315328,1,8
20621252864,1,3
20621303552,1,3
20621200768,1,8
20621339648,1,8
20619565184,1,3
20621399168,1,12
20621383168,1,2
20621404160,1,3
20621409024,1,3
20607923200,1,8
20620083072,1,3
20621549184,1,2
20621572480,1,3
20619844992,1,3
20621552512,1,2
20617970304,1,7
20620386816,1,3
20618523776,1,8
20621681920,1,8
20621693568,1,8
20621368704,1,3
20621724928,1,12
20621726976,1,8
20607937792,1,3
20621709696,1,8
20619976576,1,7
20621726464,1,8
20621818880,1,2
20621757952,1,7
20618966144,1,7
20617581824,1,7
20621427456,1,3
20621871872,1,2
20621896832,1,2
20621629568,1,3
20603058688,1,3
20619921536,1,3
20621331584,1,8
20621957376,1,8
20621885440,1,8
20621861120,1,7
20621980032,1,2
20621367808,1,8
20622004352,1,8
20622058880,1,5
20621379456,1,3
20619208064,1,8
20621420544,1,3
20622059776,1,2
3502388480,1,4
20617908480,1,7
20619263488,1,8
20622210816,1,3
20622250112,1,2
20622161280,1,8
20621808256,1,7
20621344384,1,3
20622220288,1,3
20618259712,1,7
20622217856,1,8
20622471680,1,8
20622384768,1,8
20622471808,1,7
20620067584,1,3
20622238208,1,7
20621817984,1,7
20622530944,1,8
20619435776,1,7
20622156672,1,7
20622735104,1,14
20618365497,1,3
20618293433,1,3
20618987449,1,3
20618222265,1,7
20618788409,1,8
20617969721,1,8
20619034297,1,6
20619081657,1,8
20619130681,1,2
20618676645,1,3
20618498853,1,7
20608211769,1,8
20618942501,1,3
20619155001,1,12
20618959397,1,3
20617980345,1,7
20618976549,1,14
20619149369,1,8
20618538033,1,2
20619091385,1,7
20619180985,1,8
20601977765,1,3
20618930481,1,3
20619057721,1,7
20619071161,1,7
20608422329,1,4
20618932273,1,3
20619002021,1,8
20619064889,1,3
20618935857,1,6
20618407601,1,3
20617628465,1,8
20619015589,1,8
20601855793,1,3
20619033657,1,3
20618968625,1,8
20619011493,3,7
20619042853,1,2
20619398201,1,8
20601777977,1,3
20619037349,1,14
20619030949,1,8
20618971429,1,3
20619130149,1,3
20618468793,1,8
20619168549,1,12
20618469305,1,8
20619032889,1,3
20619151781,1,8
20618499109,1,3
20618969009,1,3
20619428793,1,2
20602262841,1,7
20619442873,1,3
20619063729,1,2
20618943409,1,8
20601443621,1,3
20619014585,1,3
20617770929,1,3
20619233189,1,7
20618082725,1,3
20617828529,1,7
20619524793,1,12
20599284133,1,8
20619107633,1,8
20619445049,1,7
20619449785,1,3
20619179953,1,8
20597432889,1,8
20619189681,1,3
20619242533,1,8
20619550265,1,3
20618406457,1,3
20619537337,1,7
20619708473,1,12
20619732665,1,2
20619204401,1,8
20619290553,1,8
20617783717,1,3
20619743161,1,8
20619768633,1,2
20619757753,1,2
20619229617,1,12
20619293093,1,3
20619759289,1,2
20618542885,1,8
20617903793,1,3
20619220273,1,8
20619362341,1,3
20619812537,1,6
20618137905,1,7
20618249521,1,7
20619302181,1,3
20619810617,1,3
20619173157,1,8
20619281701,1,8
20619391013,1,12
20619039281,1,7
20619796921,1,2
20619361585,1,6
20619804601,1,2
20607962021,1,3
20619416869,1,2
20619715385,1,8
20618920997,1,7
20619248049,1,7
20609096505,1,3
20619443109,1,6
20607941049,1,8
20618920625,1,8
20619770937,1,8
20601803557,1,8
20618151845,1,7
20600367153,1,7
20619731129,1,7
20619329969,1,8
20619477541,1,12
20619574585,1,8
20618940081,1,3
20619461937,1,8
20619906745,1,2
20618927856,1,3
20619482929,1,2
20619480869,1,3
20608769392,1,7
20619888825,1,7
20619519537,1,7
20619484709,1,2
20618939705,1,3
20619824057,1,8
20618953072,1,7
20619561137,1,8
20619982905,1,12
20618252016,1,3
20619956665,1,7
20618192880,1,7
20619503653,1,8
20619163057,1,8
20619596977,1,3
20619440165,1,8
20619486137,1,8
20618988272,1,2
20619047461,1,3
20620041017,1,3
20619448753,1,3
20619410085,1,3
20618998000,1,3
20619934393,1,7
20619052453,1,3
20618995889,1,8
20619002864,1,10
20619570725,1,2
20619626033,1,3
20619002992,1,8
20619083697,1,8
20618149029,1,3
20608798245,1,3
20618230256,1,7
20619593521,1,8
20617661733,1,3
20619498033,1,3
20619010672,1,8
20619662373,1,14
20619248945,1,3
20619017712,1,3
20619942329,1,3
20619544241,1,8
20592979440,1,7
20620300857,1,6
20619712293,1,2
20619751345,1,8
20617996656,1,8
20619538865,1,7
20618457712,1,3
20618539941,1,7
20619232433,1,8
20619474469,1,3
20619721521,1,7
20619985209,1,7
20618317168,1,3
20619076848,1,3
20620296505,1,2
20619094128,1,3
20619029488,1,7
20619165168,1,7
20619807653,1,12
20620441785,1,3
20619056880,1,3
20618909936,1,7
20619820197,1,3
20619840049,1,8
20619195705,1,3
20618361072,1,7
20619799845,1,3
20619893689,1,3
20619627953,1,8
20619143152,1,7
20621185849,1,8
20618913136,1,3
20608674032,1,8
20619879077,1,14
20621186873,1,6
20619210736,1,2
20619070064,1,3
20619385637,1,3
20619910321,1,3
20619912101,1,2
20607937520,1,7
20618444453,1,8
20595059641,1,3
20619257968,1,7
20621213753,1,12
20621218105,1,8
20619231013,1,3
20621218745,1,3
20619961125,1,12
20619223664,1,7
20619937969,1,2
20617776880,1,3
20608643889,1,3
20619316208,1,8
20619750321,1,8
20619324400,1,6
20602643109,1,3
20619369072,1,14
20619993509,1,6
20621209273,1,3
20619224249,1,7
20617849072,1,8
20620053925,1,2
20619385072,1,2
20619809465,1,3
20619940773,1,7
20621248825,1,2
20617896688,1,7
20608118640,1,3
20618179385,1,7
20617628144,1,3
20620077861,1,4
20620101797,1,12
20619977137,1,2
20619894457,1,3
20618203104,1,8
20620108325,1,2
20618923833,1,7
20620119461,1,8
20620427557,1,8
20619271857,1,7
20620487077,1,6
20621015077,1,8
20618424928,1,3
20619354289,1,7
20619433456,1,8
20621198393,1,7
20619437861,1,3
20618984688,1,3
20590281905,1,3
20618924640,1,3
20619141232,1,3
20608762149,1,3
20618964960,1,2
20618993520,1,8
20620006949,1,3
20620052401,1,3
20621384121,1,8
20618998112,1,12
20620088625,1,2
20608373472,1,7
20608053744,1,8
20618036517,1,3
20619041120,1,3
20619459056,1,3
20619393520,1,3
20621396793,1,6
20619472240,1,2
20620090545,1,8
20621304505,1,7
20619121760,1,6
20621398201,1,10
20619129765,1,8
20619499248,1,8
20621226917,1,8
20619057248,1,8
20620389285,1,8
20607879264,1,7
20621407545,1,14
20621216549,1,3
20619238640,1,7
20620881081,1,3
20618292064,1,7
20619262320,1,3
20617822769,1,8
20619034661,1,7
20619586489,1,7
20620423089,1,3
20619932965,1,3
20621451577,1,6
20619234400,1,12
20608245425,1,8
20621474489,1,12
20618362277,1,8
20601997280,1,8
20619760433,1,3
20621317413,1,3
20619542768,1,3
20619333088,1,2
20619462256,1,3
20617733041,1,8
20619229792,1,3
20621466041,1,2
20619570928,1,7
20621492025,1,3
20621211825,1,6
20619184608,1,8
20608323761,1,3
20621566649,1,6
20619269616,1,3
20621211301,1,3
20619368160,1,7
20621247793,1,10
20619022501,1,7
20619619440,1,3
20619315296,1,8
20617617209,1,7
20621391909,1,14
20621255729,1,2
20621579577,1,14
20621181605,1,8
20619255520,1,3
20618541881,1,3
20619667184,1,14
20618920385,1,8
20619459168,1,2
20619055840,1,8
20619401145,1,8
20617966048,1,3
20621369125,1,7
20619473520,1,3
20621271729,1,2
20617656160,1,7
20621622713,1,7
20621410213,1,8
20618264769,1,8
20619445088,1,2
20618312513,1,3
20619640432,1,8
20618974944,1,8
20608134437,1,3
20618117681,1,7
20618041281,1,3
20619614448,1,8
20619206961,1,3
20619271264,1,8
20619609072,1,3
20621252389,1,3
20619172960,1,7
20617674561,1,3
20621285937,1,3
20619649136,1,7
20618955713,1,2
20618914416,1,3
20621195321,1,3
20619845809,1,7
20597503665,1,8
20618964929,1,2
20621694777,1,8
20619514592,1,8
20620045361,1,8
20621300645,1,7
20621513529,1,3
20618977217,1,3
20619497184,1,2
20618446576,1,3
20618341185,1,7
20619532896,1,2
20620983333,1,8
20621366321,1,6
20619007041,1,7
20619776112,1,8
20621588281,1,3
20621504165,1,3
20621368753,1,8
20619035713,1,2
20620100401,1,7
20619699696,1,3
20619549113,1,8
20619552608,1,7
20619041073,1,8
20618393665,1,3
20621371429,1,7
20619770224,1,14
20621760313,1,3
20621494321,1,14
20618479425,1,8
20619458800,1,8
20621497009,1,6
20608840613,1,8
20619062496,1,3
20619560672,1,2
20621570597,1,8
20619060289,1,3
20599720944,1,8
20621377081,1,8
20619469280,1,3
20621016869,1,3
20621806137,1,10
20619844720,1,12
20618186592,1,8
20621339301,1,7
20619089392,1,8
20619658080,1,12
20619658021,1,8
20621204401,1,8
20620072377,1,7
20619549280,1,8
20608377072,1,3
20621821497,1,8
20619097025,1,3
20621484465,1,7
20607802021,1,8
20621441337,1,8
20619284720,1,3
20621507761,1,2
20621505841,1,2
20619776880,1,8
20619700665,1,7
20619128897,1,2
20621410341,1,3
20621366577,1,8
20619111873,1,8
20618540473,1,7
20619255792,1,7
20619805536,1,8
20619103553,1,7
20621731365,1,14
20621869881,1,3
20619728096,1,8
20618133185,1,3
20621714469,1,8
20621551409,1,3
20619903088,1,2
20621648441,1,3
20619176641,1,6
20621362737,1,3
20617967425,1,8
20621878201,1,2
20621738149,1,2
20601670496,1,8
20619262704,1,8
20619175873,1,14
20619723360,1,8
20621756965,1,8
20621756601,1,8
20621483569,1,7
20619372912,1,3
20621604005,1,3
20621881529,1,2
20618264129,1,7
20619995376,1,8
20619838304,1,7
20621491121,1,7
20621822757,1,7
20608711361,1,7
20621613105,1,8
20621504305,1,7
20608342821,1,7
20618937968,1,3
20617656129,1,7
20621458097,1,8
20621416377,1,8
20619214273,3,7
20620069872,1,7
20621520817,1,3
20618037569,1,7
20607795056,1,8
20602818981,1,3
20608669489,1,3
20619028289,1,7
20621519289,1,3
20619366368,1,3
20621854885,1,8
20601184305,1,8
20619947360,1,2
20621864613,1,2
20619334977,1,3
20617936240,1,8
20621860793,1,8
20618372208,1,3
20619667168,1,8
20621824037,1,8
20621731761,1,3
20620100208,1,8
20619262401,1,8
20621976249,1,3
20620726768,1,3
20621881125,1,8
20621172720,1,2
20621949241,1,3
20617890544,1,3
20621307301,1,7
20621426853,1,8
20619903584,1,7
20620250809,1,8
20618486337,1,3
20620083696,1,8
20617793632,1,8
20621812913,1,8
20622007481,1,8
20621943717,1,2
20619081840,1,3
20619056305,1,7
20600528193,1,8
20621803057,1,3
20619831520,1,4
20622055353,1,10
20621949605,1,6
20617873392,1,3
20621854129,1,3
20621832869,1,3
20602870209,1,7
20621552305,1,7
20621178736,1,3
20619412401,1,7
20622066617,1,3
20621580965,1,7
20621880497,1,12
20621945145,1,8
20621402929,1,8
20621362489,1,3
20619420865,1,8
20619342785,1,3
20621604913,1,8
20619392577,1,3
20592091449,1,3
20595886001,1,3
20622106937,1,3
20618369345,1,8
20619202881,1,7
20621854897,1,3
20619509441,1,2
20619513921,1,2
20617604592,1,3
20621600805,1,7
20621811513,1,7
20621253872,1,14
20620020192,1,12
20622027321,1,3
20619321456,1,3
20620006624,1,2
20621262448,1,8
20620035296,1,12
20621873445,1,8
20619535200,1,3
20622232377,1,6
20618553777,1,8
20621883941,1,8
20621503013,1,8
20619523905,1,3
20607849312,1,8
20619133552,1,3
20621535801,1,3
20619173169,1,7
20621965477,1,2
20595791728,1,7
20620041696,1,8
20622211897,1,8
20621655089,1,3
20622015909,1,3
20620068704,1,12
20596958960,1,8
20621986225,1,2
20621265061,1,7
20619578689,1,2
20622234169,1,2
20621292016,1,3
20599336369,1,3
20608178288,1,3
20601476064,1,3
20608468921,1,7
20620356320,1,16
20619368769,1,8
20622025521,1,8
20620412640,1,3
20621495589,1,7
20619929657,1,8
20594358721,1,3
20618500448,1,8
20618936369,1,3
20620654448,1,3
20621118816,1,8
20622174137,1,7
20622093733,1,6
20619542256,1,3
20622074161,1,2
20622296249,1,8
20619621057,1,3
20622370489,1,2
20621353456,1,16
20622055473,1,3
20619071328,1,3
20621931173,1,3
20619026400,1,8
20622281017,1,8
20621953201,1,3
20618940256,1,3
20622087333,1,2
20620091953,1,3
20622436409,1,3
20620001248,1,8
20619061569,1,3
20621234544,1,7
20619557185,1,14
20617815904,1,3
20621442865,1,8
20621913893,1,3
20621310960,1,3
20619424705,1,8
20621530673,1,3
20621196384,1,2
20622406713,1,2
20619416641,1,8
20621344624,1,7
20621931953,1,8
20621203552,1,8
20622460601,1,8
20619955312,1,8
20621208416,1,8
20621364273,1,8
20622325817,1,3
20619151937,1,7
20622140965,1,3
20621232480,1,2
20621313392,1,7
20622493753,1,3
20618982209,1,3
20622113073,1,2
20619924704,1,7
20621343856,1,3
20621426469,1,3
20619059777,1,3
20618990048,1,3
20621892273,1,8
20622196901,1,2
20620091104,1,3
20619487553,1,7
20622159921,1,3
20622169381,1,2
20607950960,1,8
20621247801,1,8
20621256672,1,2
20619765569,1,3
20621778481,1,8
20620201584,1,3
20622235173,1,6
20620020064,1,7
20618950721,1,3
20621470576,1,2
20622204709,1,8
20621264049,1,3
20620030176,1,7
20622151089,1,14
20622150949,1,3
20622175153,1,8
20607912928,1,8
20622038073,1,8
20621304048,1,7
20617618213,1,3
20621301472,1,3
20618422128,1,8
20621550704,1,8
20622141989,1,3
20607809345,1,3
20622639033,1,14
20622190769,1,2
20621559792,1,2
20621310944,1,7
20619669945,1,3
20619708865,1,7
20622169521,1,8
20621947173,1,3
20621629936,1,3
20619848129,1,6
20608754753,1,3
20619723705,1,7
20619503013,1,3
20622199985,1,2
20621645936,1,2
20621356256,1,6
20619909697,1,12
20622678969,1,2
20622136869,1,3
20621259104,1,3
20621442416,1,8
20621334240,1,3
20622421689,1,3
20622121381,1,8
20621655536,1,3
20622208037,1,3
20619928513,1,3
20590787808,1,8
20621677680,1,8
20619928129,1,3
20622329381,1,7
20621205344,1,3
20621689456,1,3
20622045873,1,8
20621666085,1,3
20619262657,1,8
20621501424,1,7
20621360224,1,3
20622356517,1,6
20622759225,1,3
20617581680,1,3
20608390449,1,8
20619646304,1,8
20622601273,1,8
20621734640,1,2
20622327089,1,3
20622750777,1,8
20619889760,1,8
20621706224,1,8
20622773305,1,3
20621657840,1,7
20618487520,1,7
20621781488,1,12
20622119857,1,8
20622360997,1,14
20621759600,1,2
20619999297,1,5
20621418848,1,2
20621771557,1,3
20622335665,1,2
20621729008,1,8
20622278693,1,3
20621776624,1,2
20619136096,1,7
20622485413,1,12
20618992705,1,7
20618973040,1,3
20621355360,1,3
20621199712,1,3
20600615873,1,8
20601398640,1,8
20621723825,1,3
20621793648,1,2
20621455072,1,8
20622450981,1,8
20620039489,1,2
20619075393,1,8
20622477989,1,8
20621812720,1,2
20620016705,1,8
20621474528,1,8
20622512165,1,8
20622467121,1,8
20620094657,1,3
20621671152,1,7
20617852256,1,7
20619984321,1,8
20622379697,1,3
20617724128,1,8
20622535845,1,14
20622495281,1,16
20621355872,1,7
20619271536,1,8
20617632645,1,3
20620036545,1,8
20622443441,1,3
20621541856,1,10
20618751877,1,8
20608164229,1,8
20620349152,1,7
20617670465,1,8
20622501297,1,2
20621241840,1,7
20621850533,1,7
20618466053,1,8
20617691104,1,3
20621583456,1,14
20599563841,1,8
20621841648,1,3
20622523825,1,8
20618951392,1,3
20621862512,1,6
20602579077,1,8
20620981953,1,8
20621387248,1,8
20620004448,1,8
20590097829,1,7
20621747440,1,3
20600574816,1,3
20622674981,1,2
20622335281,1,7
20618963845,1,3
20621397744,1,8
20619878240,1,8
20618968709,1,3
20619465072,1,3
20621189569,1,2
20622726821,1,12
20618994693,1,2
20621608288,1,8
20621466608,1,8
20621647968,1,12
20619038853,1,12
20622724913,1,2
20619056449,1,3
20619003141,1,3
20621364657,1,8
20607926593,1,7
20621450208,1,8
20620105025,1,7
20622732209,1,3
20621240257,1,2
20618357893,1,8
20619050208,1,8
20617708737,1,3
20621858993,1,3
20621722608,1,7
20622791333,1,8
20620098369,1,8
20621600368,1,3
20619096581,1,8
20621657952,1,2
20622747569,1,8
20621980016,1,12
20619631456,1,7
20617601729,1,8
20622772913,1,3
20619094149,1,8
20621412529,1,3
20622036336,1,2
20621455153,1,7
20619109825,1,7
20621630944,1,7
20622808229,1,2
20621405552,1,7
20611067525,1,8
20621272257,1,3
20621710816,1,8
20622009840,1,14
20622825649,1,6
20619030917,1,7
20621970416,1,7
20617965377,1,7
20619152389,1,3
20619209200,1,8
20620414048,1,7
20619991345,1,8
20618017217,1,7
20617638977,1,8
20619174021,1,10
20622023920,1,2
20621296193,1,3
20621283265,1,7
20621311169,1,2
20621765344,1,2
20619152133,1,2
20621730544,1,8
20621733984,1,8
20621268545,1,8
20621451120,1,3
20621341761,1,2
20620296641,1,8
20622024560,1,3
20619068640,1,8
20622114800,1,6
20621780704,1,8
20618420417,1,7
20619202309,1,3
20619904112,1,3
20619156101,1,3
20622116464,1,3
20619351648,1,3
20619747905,1,8
20622114288,1,8
20618313733,1,7
20621799648,1,3
20621402433,1,2
20621975024,1,8
20621719264,1,3
20619203589,1,2
20621397057,1,2
20621373761,1,8
20622089456,1,2
20619218693,1,7
20621189600,1,8
20621417537,1,8
20618919557,1,3
20621570032,1,3
20619617504,1,7
20619249157,1,8
20598482752,1,7
20621308865,1,8
20621788512,1,3
20619305605,1,8
20622084848,1,3
20617908576,1,3
20621421633,1,2
20608114112,1,3
20621220704,1,8
20618500033,1,3
20608706368,1,3
20619320837,1,3
20622043632,1,8
20619445600,1,8
20621419841,1,3
20621770480,1,8
20621867360,1,8
20618026176,1,7
20618930821,1,3
20619291781,1,3
20621353921,1,3
20621286112,1,3
20621531201,1,6
20622000112,1,8
20619000512,1,7
20617904517,1,7
20618471520,1,8
20593564224,1,8
20622180720,1,8
20621465281,1,8
20619013184,1,8
20621913184,1,2
20619488112,1,3
20621521089,1,8
20591555648,1,7
20593522565,1,8
20621413216,1,7
20621555137,1,6
20621851632,1,8
20621515360,1,8
20621561793,1,12
20619041264,1,7
20618995392,1,8
20622095088,1,3
20619060997,1,8
20602636608,1,8
20620145473,1,7
20621574593,1,6
20620025072,1,8
20619378949,1,8
20621557441,1,2
20620017632,1,3
20619053760,1,8
20621585601,1,12
20619487877,1,14
20622242160,1,2
20621981536,1,2
20619065280,1,3
20622209520,1,8
20618682629,1,3
20619058800,1,3
20620072385,1,8
20618157701,1,8
20622317680,1,8
20618979520,1,8
20619421701,1,3
20621634113,1,6
20621707232,1,3
20620383088,1,3
20619461313,1,8
20620463840,1,3
20618912704,1,8
20608350145,1,8
20619142720,1,2
20619554821,1,8
20622012768,1,8
20620601025,1,8
20619795056,1,7
20621679297,1,2
20619183552,1,6
20622036064,1,3
20622276720,1,3
20619529349,1,7
20621708353,1,12
20618146752,1,8
20622070768,1,8
20622069472,1,2
20621732289,1,6
20619027973,1,3
20619656197,1,8
20619970528,1,8
20619188032,1,12
20621713729,1,2
20621362912,1,8
20618562457,1,6
20599569157,1,3
20618346176,1,7
20621727297,1,3
20602240025,1,3
20621988320,1,3
20619719920,1,7
20599698949,1,8
20619161920,1,3
20621728449,1,3
20621646048,1,7
20618533125,1,8
20619183040,1,8
20621747393,1,8
20621957344,1,14
20618534021,1,3
20608410992,1,7
20618060569,1,3
20619251648,1,2
20601146817,1,8
20622153568,1,3
20621941616,1,8
20599613465,1,7
20621775297,1,6
20619394565,1,3
20614528448,1,3
20599919257,1,8
20621314672,1,3
20622199008,1,8
20619710085,1,2
20619081664,1,3
20621568577,1,3
20618979481,1,2
20622217824,1,6
20621762369,1,2
20618935173,1,8
20622230368,1,8
20621787457,1,3
20618410905,1,8
20622189168,1,7
20619185728,1,3
20618945305,1,8
20622237664,1,6
20621784385,1,8
20622503408,1,12
20599049024,1,3
20619456901,1,3
20593239617,1,8
20618019205,1,3
20596589889,1,3
20621544544,1,8
20621367617,1,3
20620065888,1,3
20619283904,1,8
20599881113,1,8
20621680705,1,3
20622550000,1,14
20609977153,1,7
20619003161,1,3
20619019929,1,12
20622519024,1,8
20622330592,1,8
20622094960,1,7
20619014937,1,2
20621775728,1,7
20619324096,1,3
20620419424,1,7
20598877761,1,8
20619358016,1,7
20619027993,1,12
20621364289,1,7
20619842309,1,14
20618083097,1,8
20621848688,1,7
20621876161,1,8
20619714437,1,7
20622251760,1,7
20617831676,1,3
20621859649,1,2
20619858437,1,14
20622422240,1,14
20621183425,1,3
20619049369,1,12
20622536304,1,8
20619042880,1,7
20619916805,1,2
20618929916,1,2
20608566896,1,8
20618997273,1,7
20619918597,1,2
20607919680,1,8
20622626032,1,2
20621631200,1,7
20619945093,1,12
20622611824,1,8
20619068569,1,3
20621900993,1,8
20621932865,1,8
20611394812,1,3
20621924929,1,3
20619263040,1,8
20618908156,1,8
20622432096,1,2
20621985985,1,8
20617856892,1,8
20608834624,1,3
20619073945,1,2
20619793413,1,8
20619013628,1,3
20622518496,1,6
20607799065,1,3
20620367297,1,8
20618969084,1,8
20619096473,1,3
20621871553,1,8
20617683993,1,8
20621887041,1,8
20622710512,1,6
20597092101,1,8
20619951493,1,7
20619449408,1,8
20621445697,1,8
20619157657,1,7
20622554976,1,2
20622036929,1,2
20618026521,1,8
20617837248,1,7
20622060609,1,3
20618266757,1,3
20599926140,1,8
20622076865,1,12
20608303897,1,3
20622590560,1,10
20618420613,1,8
20622672368,1,3
20618526272,1,3
20621573953,1,3
20618022908,1,8
20619205913,1,2
20622064833,1,8
20622574064,1,3
20621971905,1,3
20618952217,1,3
20619501888,1,12
20622738928,1,10
20622123201,1,12
20618937241,1,8
20622423008,1,3
20622029249,1,3
20618349445,1,3
20608387452,1,3
20619113980,1,2
20620117125,1,2
20622133569,1,2
20597507936,1,3
20619234073,1,2
20618189632,1,3
20622711792,1,3
20622652128,1,6
20622748912,1,3
20622065985,1,3
20617882620,1,3
20608009212,1,7
20619180096,1,8
20622249409,1,8
20621107845,1,8
20619205017,1,7
20622756464,1,10
20622297824,1,8
20619483712,1,7
20617973529,1,7
20619184764,1,7
20622759792,1,8
20622117616,1,7
20618926213,1,3
20619508544,1,3
20619378272,1,3
20618358768,1,3
20622228545,1,2
20618345152,1,7
20618138777,1,8
20621196933,1,8
20619243801,1,3
20622776560,1,8
20622298945,1,3
20619541184,1,2
20619042181,1,3
20618975612,1,7
20619553600,1,8
20622275137,1,7
20622783472,1,10
20618983420,1,8
20622732128,1,8
20621204869,1,3
20619284121,1,8
20598332144,1,3
20619967621,1,3
20621927617,1,8
20622744032,1,6
20611147772,1,8
20622681072,1,3
20618469145,1,3
20620090885,1,3
20622768864,1,3
20619605056,1,8
20621894337,1,7
20622792304,1,3
20619606848,1,3
20622762848,1,8
20619437120,1,7
20608624321,1,7
20618991641,1,8
20619364092,1,2
20622784496,1,2
20619339900,1,7
20619709120,1,2
20622792544,1,2
20621263493,1,8
20599106684,1,3
20619219097,1,7
20622800240,1,12
20622481729,1,3
20618528064,1,3
20622738400,1,3
20621263749,1,2
20618479996,1,7
20621514992,1,3
20621253125,1,4
20622788064,1,8
20619723456,1,8
20619332377,1,8
20622458433,1,14
20619262844,1,3
20622795632,1,8
20622458817,1,3
20621284869,1,14
20618168416,1,8
20619380220,1,3
20621299205,1,6
20621978689,1,8
20619261081,1,7
20622813408,1,2
20610447484,1,3
20621302021,1,2
20617744832,1,3
20618481049,1,3
20619783616,1,2
20621363905,2,7
20620063621,1,8
20619077756,1,3
20619423936,1,3
20621276865,1,8
20600885637,1,8
20619400345,1,8
20617810812,1,7
20619334937,1,3
20619261376,1,7
20622385345,1,3
20599254789,1,8
20619396761,1,3
20619417980,1,3
20619739584,1,8
20622529217,1,2
20619479321,1,8
20619215740,1,4
20621331205,1,7
20619014268,1,8
20619493657,1,3
20619540220,1,8
20619882944,1,2
20602403353,1,7
20621352581,1,3
20607970113,1,3
20619389948,1,8
20619470105,1,8
20622638401,1,3
20598184896,1,3
20619488636,1,7
20619569984,1,3
20619354905,1,3
20618981500,1,8
20622642753,1,2
20607937344,1,8
20619715461,1,7
20619439740,1,7
20622635585,1,7
20621319813,1,3
20619669568,1,7
20619473817,1,8
20619345945,1,3
20619241980,1,8
20618056581,1,8
20622624193,1,8
20621357829,1,3
20619947968,1,7
20619565209,1,12
20622730817,1,6
20619557500,1,7
20621404805,1,12
20619568025,1,2
20622722881,1,2
20619940869,1,3
20620059328,1,2
20618516476,1,8
20608389145,1,8
20621427717,1,12
20600006208,1,8
20618303868,1,3
20622754113,1,14
20601496857,1,8
20621396869,1,8
20622696641,1,3
20607868313,1,7
20620134464,1,2
20619700860,1,7
20619640444,1,3
20619558937,1,2
20620420032,1,3
20619757820,1,2
20622803521,1,12
20621175232,1,8
20607875481,1,8
20621199109,1,3
20619664892,1,8
20622798785,1,8
